Class Suffix,Contributor,Label,Parent,Definition
CHEBI_68452,,azole,monocyclic heteroarene,"Any monocyclic heteroarene consisting of a five-membered ring containing nitrogen. Azoles can also contain one or more other non-carbon atoms, such as nitrogen, sulfur or oxygen."
PMD_0090009,,carbon fiber reinforced polymer,polymer matrix composite,"polymer matrix composite, consisting of a polymer matrix reinforced with carbon fibers"
PMD_0000104,,ion-exchange hardening,hardening,Hardening process used in glass manufacturing where ions in the glass are replaced by larger ions from a solution which create compressive stress and increased hardness.
BFO_0000026,,one-dimensional spatial region,spatial region,(Elucidation) A one-dimensional spatial region is a whole consisting of a line together with zero or more lines which may have points as parts
PMD_0000528,,bandsaw,saw,"A band saw is a type of saw that uses a continuous, endless saw blade in the form of a band. This blade is usually a narrow, flexible steel blade with teeth along one edge. The band saw is mounted in a closed loop and is guided by two wheels, at least one of which is driven. The operation of the band saw enables precise and efficient cuts to be made in a variety of materials, including wood, metal and plastic."
PMD_0000619,,electric potential,extensive quality,an extensvie quality describing the amount of work needed to move a unit charge from a reference point to a specific location in an electric field.
PMD_0050098,,bioresorbable ceramic,bioactive ceramic,ceramic that is designed to gradually be resorbed and replaced by natural tissue
CHEBI_33259,,elemental molecular entity,molecular entity,A molecular entity all atoms of which have the same atomic number.
PMD_0020091,,portion of oxygen,portion of pure chemical element,A 'portion of oxygen' is a 'portion of pure chemical element' that 'consists of' only chebi:oxygen atom.
PMD_0020087,,portion of bromine,portion of pure chemical element,A 'portion of bromine' is a 'portion of pure chemical element' that 'consists of' only chebi:bromine atom.
PMD_0020032,,portion of tungsten,portion of pure chemical element,A 'portion of tungsten' is a 'portion of pure chemical element' that 'consists of' only chebi:tungsten.
PMD_0050073,,zirconium diboride ceramic,boride ceramic,"boride ceramic that is a non-oxide ceramic composed of zirconium and boron, known for its excellent thermal conductivity and stability"
DIGITRUBBER_000123,Marvin Auf der Landwehr,raw material [hsh],role,The basic materials from which a finished product is made in the system under investigation. Constitutes an entity in the material cost and waste management cost group.
DIGITRUBBER_000171,Marvin Auf der Landwehr,tool [hsh],device,"An object shaped for repair and installation purposes, with the help of which something is processed or manufactured.Constitutes an entity sub-group of the wear parts entity."
BFO_0000018,,zero-dimensional spatial region,spatial region,(Elucidation) A zero-dimensional spatial region is one or a collection of more than one spatially disjoint points in space
PMD_0020155,,interatomic interaction energy,energy,Interatomic interaction energy is added/removed from the atom aggregate if one atom is moved infinitely away from the rest of the aggregate.
PMD_0050150,,iron-based metallic glass,amorphous metal glass,amorphous metal glass that is predominantly composed of iron
CHEBI_33385,,thorium,metal atom,Definition not available
PMD_0000604,,dielectric constant,electrical property,The dielectric constant is an electrical property representing a measure of a material's ability to store electrical energy in an electric field.
PMD_0020143,,process chain,process,A process chain is a process that 'has continuant part' subprocesses S1...Sn where S1...Sn precede each other and where some object or object aggregate that are output of Sn are then input to Sn+1.
PMD_0020085,,portion of iridium,portion of pure chemical element,A 'portion of iridium' is a 'portion of pure chemical element' that 'consists of' only chebi:iridium atom.
PMD_0020060,,portion of lead,portion of pure chemical element,A 'portion of lead' is a 'portion of pure chemical element' that 'consists of' only chebi:lead atom.
PMD_0050101,,silicate glass,glass,glass whose network is based primarily on silica (SiO₂)
PMD_0050144,,silicate-based bioactive glass,silicate glass,bioactive silicate glass that is composed primarily of silicate compounds to facilitate bonding with biological tissue
PMD_0000550,,changing properties of material,manufacturing process,"A manufacturing process that modifies the characteristics of the material from which a workpiece is made, including by processes at the submicroscopic or atomic scale, such as atomic diffusion, dislocation formation and movement in the atomic lattice or chemical reactions, whereby the resulting shape changes are not characteristic of these processes."
PMD_0090004,,aluminum matrix composite,metal matrix composite,"metal matrix composite, consisting of an aluminum or aluminum alloy matrix and one or more reinforcement materials"
PMD_0050075,,oxide-oxide composite,ceramic matrix composite,ceramic matrix composite that consists entirely of oxide ceramic phases for both the matrix and reinforcement
CHEBI_33250,,atom,chemical entity,A chemical entity constituting the smallest component of an element having the chemical properties of the element.
