Class Suffix,Contributor,Label,Parent,Definition
NCIT_C111096,,colorimetry [ncit],plan specification,An assessment used to quantify and describe the colors within the visible spectrum of light.
PMD_0010099,,biomedical material,material,"A non-living material intended to interface with biological systems to evaluate, treat, augment, or replace any tissue, organ, or function of the body."
PMD_0020193,,tensile testpiece,object,A tensile testpiece is a longitudinal object that has two parts which were designed for gripping (gripping section) at its ends and a part between the gripping sections that has been designed to observe the materials or the objects reaction to tensile loading.
PMD_0020159,,daughter phase role,role,The daughter phase role is the role of a phase that forms during the phase transformation process.
PMD_0020133,,mass,extensive quality,Mass is fundamental extensive quality.
DIGITRUBBER_000205,,concentration [ncit],intensive quality,"The quantity of a substance per unit volume or weight; a measure of the amount of substance present in a unit amount of mixture, particularly, the amount of solute dissolved in a solvent. The amounts can be expressed as moles, masses, volumes, or parts. (ncit defined)"
PMD_0010004,,tool steel,steel,steel with tailored mechanical properties
PMD_0020210,,elemental crystal,crystal,a crystal that consists of exactly one atomic species
DIGITRUBBER_000468,Alexander Aschemann,feeding zone temperature control unit [dik],device,
CHEBI_33391,,berkelium atom,metal atom,
PMD_0020212,,polymorphism of crystal,disposition,disposition of a crystal to change its crystal structure
COB_0000083,,failed planned process,planned process,
PMD_0020195,,crystallization,process,process by which a solid with long-range order forms
NCIT_C42575,,unit of mass density [ncit],measurement unit label,An indication of the type of unit of measure being used to express a mass density.
PMD_0001039,,calibration process,completely executed planned process,A process of comparing measurement values delivered by an instrument or system with known reference standards to ensure accuracy and traceability.
CHEBI_33351,,seaborgium atom,metal atom,
CHEBI_194537,,livermorium atom,chalcogen,A chalcogen atom with a symbol Lv and atomic number 116.
DIGITRUBBER_000365,Alexander Aschemann,temperature control unit [dik],device,
CHEBI_33839,,macromolecule,molecular entity,"A macromolecule is a molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
PMD_0050052,,leucite-based glass-ceramic,glass-ceramic,glass-ceramics that are non-clay ceramics containing leucite crystals to enhance thermal and mechanical properties
PMD_0020081,,portion of calcium,portion of pure chemical element,A 'portion of calcium' is a 'portion of pure chemical element' that 'consists of' only chebi:calcium atom.
DIGITRUBBER_1000025,,dynamic mechanical thermal analysis [Arlanxeo],plan specification,"A method in which the polymer is loaded with (pseudo-) linear, oscillating deformations in a temperature ramp, during which the values of G’ and G” at 3 critical temperatures are read and used ."
PMD_0000586,,absorption of corpuscular radiation,absorption of radiation,process of taking up corpuscular radiation by a material entity
PMD_0010029,,specific strength,quality,Specific strength is a quality that inheres in a material entity and is defined as the ratio of its tensile strength to its density.
CHEBI_24433,Luis Ramos,group [chebi],chemical entity,A defined linked collection of atoms or a single atom within a molecular entity.
DIGITRUBBER_000145,Lars M Vogt,aggregate [enm],chemical entity,"A composite particle, comprising of strongly bound or fused smaller particles, where the resulting external surface area may be significantly smaller than the sum of calculated surface areas of the individual components."
DIGITRUBBER_000239,,digital image processing [ifnano],plan specification,The use of a digital computer to process digital images through an algorithm.
PMD_0050111,,barium glass,lead glass,Barium glass is a form of lead glass that is modified with barium oxide to alter its optical properties
DIGITRUBBER_1000048,,E dash 60 degree celcius [Arlanxeo],intensive quality,Elastic modulus measured at 60 °C in dynamic mechanical thermal analysis (DTMA)
BFO_0000026,,one-dimensional spatial region,spatial region,(Elucidation) A one-dimensional spatial region is a whole consisting of a line together with zero or more lines which may have points as parts
CHEBI_33659,,organic aromatic compound,organic cyclic compound,
PMD_0020033,,portion of erbium,portion of pure chemical element,A 'portion of erbium' is a 'portion of pure chemical element' that 'consists of' only chebi:erbium.
CHEBI_33579,,main group molecular entity,molecular entity,"A molecular entity containing one or more atoms from any of groups 1, 2, 13, 14, 15, 16, 17, and 18 of the periodic table."
PMD_0020082,,portion of neodymium,portion of pure chemical element,A 'portion of neodymium' is a 'portion of pure chemical element' that 'consists of' only chebi:neodymium atom.
PMD_0050142,,tellurite glass,nonlinear optical glass,glass that is formulated with tellurium oxide to achieve a high refractive index and nonlinear properties
PMD_0020147,,eutectoid phase transformation,phase transformation,A eutectoid phase transformation is a phase transformation in which a solid parent phase of eutectoid composition decomposes into two distinct solid daughter phases at constant temperature and pressure.
BFO_0000028,,three-dimensional spatial region,spatial region,(Elucidation) A three-dimensional spatial region is a whole consisting of a spatial volume together with zero or more spatial volumes which may have spatial regions of lower dimension as parts
PMD_0000889,,pore growth,evolution of damage,"Pore growth is an evolution of damage describing the process by which voids or pores in a material increase in size, often affecting its mechanical and physical properties."
DIGITRUBBER_000355,Alexander Aschemann,fixed roll speed [dik],intensive quality,
DIGITRUBBER_1000083,Pallavi Karanth,rubber process analyzer,device,"A Rubber Process Analyser (RPA) is a scientific instrument used to measure the rheological properties of rubber, particularly its viscoelastic behavior. It applies controlled shear stress and measures the resulting deformation or flow of the rubber."
CHEBI_33386,,protactinium atom,metal atom,
PMD_0000101,,import path,textual entity,A textual entity that denotes a workflow function via import resolution rules
PMD_0020025,,obstacle role,role,An obstacle role is a role of an independent continuant C that is realized in a motion process and indictes that C hinders the motion of a participant in the process.
CHEBI_194539,,tennessine atom,nonmetal atom,A halogen atom with a symbol Ts and atomic number 117.
DIGITRUBBER_000632,Alexander Aschemann,ethylidene norbornene concentration [dik],intensive quality,A concentration of ethylidene norbornene inhering in a substance by virtue of the amount of the bearer's there is mixed with ethylidene norbornene.
